date,total,hk_residents,mainland_visitors,other_visitors,day_of_week,month,is_weekend,is_holiday
2024-12-11,754997,528327,161243,65427,2,12,0,0
2024-12-12,764268,539873,160469,63926,3,12,0,0
2024-12-13,874500,623112,185672,65716,4,12,0,0
2024-12-14,1127884,745252,310490,72142,5,12,1,0
2024-12-15,1087729,746106,260774,80849,6,12,1,0
2024-12-16,813603,573617,174213,65773,0,12,0,0
2024-12-17,767664,537609,170725,59330,1,12,0,0
2024-12-18,805251,549891,195071,60289,2,12,0,0
2024-12-19,829558,578742,183398,67418,3,12,0,0
2024-12-20,967288,686290,196186,84812,4,12,0,0
2024-12-21,1121603,728486,321933,71184,5,12,1,0
2024-12-22,1139712,766177,295501,78034,6,12,1,0
2024-12-23,946755,669594,197010,80151,0,12,0,0
2024-12-24,992574,735901,185435,71238,1,12,0,0
2024-12-25,1162136,916919,166881,78336,2,12,0,1
2024-12-26,1120214,890646,146152,83416,3,12,0,1
2024-12-27,966538,709446,171784,85308,4,12,0,0
2024-12-28,1095474,753776,250697,91001,5,12,1,0
2024-12-29,1093135,793629,207796,91710,6,12,1,0
2024-12-30,941659,675656,175858,90145,0,12,0,0
2024-12-31,878837,618848,191044,68945,1,12,0,0
2025-01-01,949004,614247,257942,76815,2,1,0,1
2025-01-02,770503,535891,147355,87257,3,1,0,0
2025-01-03,811407,571650,158443,81314,4,1,0,0
2025-01-04,996622,691197,229372,76053,5,1,1,0
2025-01-05,973674,687757,210267,75650,6,1,1,0
2025-01-06,786888,545123,175613,66152,0,1,0,0
2025-01-07,744997,515290,166437,63270,1,1,0,0
2025-01-08,738309,508022,170022,60265,2,1,0,0
2025-01-09,760234,517288,178208,64738,3,1,0,0
2025-01-10,860432,597446,193769,69217,4,1,0,0
2025-01-11,1082888,732433,273206,77249,5,1,1,0
2025-01-12,1081150,743737,257879,79534,6,1,1,0
2025-01-13,824041,555486,200091,68464,0,1,0,0
2025-01-14,764402,508962,195145,60295,1,1,0,0
2025-01-15,791023,524150,203095,63778,2,1,0,0
2025-01-16,833109,537654,231482,63973,3,1,0,0
2025-01-17,912895,611939,232559,68397,4,1,0,0
2025-01-18,1165786,764341,326044,75401,5,1,1,0
2025-01-19,1166609,769971,318423,78215,6,1,1,0
2025-01-20,888721,559030,267544,62147,0,1,0,0
2025-01-21,831017,511098,262062,57857,1,1,0,0
2025-01-22,833987,509103,263798,61086,2,1,0,0
2025-01-23,861417,531266,272317,57834,3,1,0,0
2025-01-24,979166,632806,287453,58907,4,1,0,0
2025-01-25,1117094,730417,315622,71055,5,1,1,0
2025-01-26,987279,639689,278560,69030,6,1,1,0
2025-01-27,841355,515538,260726,65091,0,1,0,0
2025-01-28,658138,461917,142528,53693,1,1,0,0
2025-01-29,773342,514809,206153,52380,2,1,0,1
2025-01-30,1068786,662294,350239,56253,3,1,0,1
2025-01-31,1221954,791659,369042,61253,4,1,0,1
2025-02-01,1213209,798585,354636,59988,5,2,1,0
2025-02-02,1138271,741079,339929,57263,6,2,1,0
2025-02-03,1000985,626588,323882,50515,0,2,0,0
2025-02-04,900542,571360,285241,43941,1,2,0,0
2025-02-05,823350,552703,226209,44438,2,2,0,0
2025-02-06,765081,500848,219268,44965,3,2,0,0
2025-02-07,825777,546261,227172,52344,4,2,0,0
2025-02-08,955539,671476,221929,62134,5,2,1,0
2025-02-09,982304,673357,247412,61535,6,2,1,0
2025-02-10,772899,512624,203724,56551,0,2,0,0
2025-02-11,711686,484720,171991,54975,1,2,0,0
2025-02-12,631750,443958,129909,57883,2,2,0,0
2025-02-13,710042,507643,143047,59352,3,2,0,0
2025-02-14,850571,626890,156797,66884,4,2,0,0
2025-02-15,1075429,771960,229372,74097,5,2,1,0
2025-02-16,1060840,776438,199960,84442,6,2,1,0
2025-02-17,774347,552157,154598,67592,0,2,0,0
2025-02-18,727115,508396,150421,68298,1,2,0,0
2025-02-19,717752,501032,152967,63753,2,2,0,0
2025-02-20,742412,519753,157453,65206,3,2,0,0
2025-02-21,857809,607314,171423,79072,4,2,0,0
2025-02-22,1099310,770507,246138,82665,5,2,1,0
2025-02-23,1039159,761259,195667,82233,6,2,1,0
2025-02-24,774200,552583,148349,73268,0,2,0,0
2025-02-25,701862,502775,136641,62446,1,2,0,0
2025-02-26,691992,494976,133644,63372,2,2,0,0
2025-02-27,728760,519023,140657,69080,3,2,0,0
2025-02-28,853692,617891,155931,79870,4,2,0,0
2025-03-01,1090476,768232,245042,77202,5,3,1,0
2025-03-02,1046792,757391,209486,79915,6,3,1,0
2025-03-03,759831,541637,148678,69516,0,3,0,0
2025-03-04,669861,485926,129001,54934,1,3,0,0
2025-03-05,670243,481318,132264,56661,2,3,0,0
2025-03-06,670623,484579,128513,57531,3,3,0,0
2025-03-07,816173,603221,143984,68968,4,3,0,0
2025-03-08,1095437,792625,229491,73321,5,3,1,0
2025-03-09,1085253,806686,199525,79042,6,3,1,0
2025-03-10,795857,573448,155235,67174,0,3,0,0
2025-03-11,736063,527119,151553,57391,1,3,0,0
2025-03-12,723858,514453,153732,55673,2,3,0,0
2025-03-13,749316,537498,151836,59982,3,3,0,0
2025-03-14,880670,645862,165484,69324,4,3,0,0
2025-03-15,1047378,764636,206588,76154,5,3,1,0
2025-03-16,1109733,827290,206009,76434,6,3,1,0
2025-03-17,791589,566263,159860,65466,0,3,0,0
2025-03-18,730055,516432,151972,61651,1,3,0,0
2025-03-19,746783,519368,159713,67702,2,3,0,0
2025-03-20,771919,538110,160747,73062,3,3,0,0
2025-03-21,898128,644224,180423,73481,4,3,0,0
2025-03-22,1156680,798492,282419,75769,5,3,1,0
2025-03-23,1116684,800114,237609,78961,6,3,1,0
2025-03-24,810512,572590,169707,68215,0,3,0,0
2025-03-25,754203,529010,161424,63769,1,3,0,0
2025-03-26,752260,523447,161075,67738,2,3,0,0
2025-03-27,779209,546325,162014,70870,3,3,0,0
2025-03-28,887799,638412,173932,75455,4,3,0,0
2025-03-29,1091191,780621,232318,78252,5,3,1,0
2025-03-30,1054100,779968,196562,77570,6,3,1,0
2025-03-31,757463,536443,149755,71265,0,3,0,0
2025-04-01,712907,513814,135457,63636,1,4,0,0
2025-04-02,744978,546611,133090,65277,2,4,0,0
2025-04-03,993389,767835,156146,69408,3,4,0,0
2025-04-04,1273754,870281,324016,79457,4,4,0,1
2025-04-05,1050024,705896,266330,77798,5,4,1,0
2025-04-06,1072072,781291,211920,78861,6,4,1,0
2025-04-07,816480,596841,153346,66293,0,4,0,0
2025-04-08,769667,542791,169339,57537,1,4,0,0
2025-04-09,768487,529992,174259,64236,2,4,0,0
2025-04-10,783780,547866,171700,64214,3,4,0,0
2025-04-11,898207,643109,188663,66435,4,4,0,0
2025-04-12,941408,674222,193906,73280,5,4,1,0
2025-04-13,1087132,776941,230516,79675,6,4,1,0
2025-04-14,858935,604802,178571,75562,0,4,0,0
2025-04-15,833624,599051,168153,66420,1,4,0,0
2025-04-16,887684,658737,166039,62908,2,4,0,0
2025-04-17,1107894,879996,164250,63648,3,4,0,0
2025-04-18,1249967,1022762,143627,83578,4,4,0,0
2025-04-19,1244264,930675,236183,77406,5,4,1,0
2025-04-20,1276617,997502,200610,78505,6,4,1,0
2025-04-21,1118790,917219,134078,67493,0,4,0,0
2025-04-22,947403,728134,158549,60720,1,4,0,0
2025-04-23,851601,626377,160816,64408,2,4,0,0
2025-04-24,827459,596012,166862,64585,3,4,0,0
2025-04-25,853814,619432,167921,66461,4,4,0,0
2025-04-26,1073492,763339,233482,76671,5,4,1,0
2025-04-27,1027729,747591,206426,73712,6,4,1,0
2025-04-28,794151,549910,179031,65210,0,4,0,0
2025-04-29,802719,553150,188128,61441,1,4,0,0
2025-04-30,909120,626197,220063,62860,2,4,0,0
2025-05-01,1029983,578584,380327,71072,3,5,0,1
2025-05-02,1130515,543974,519095,67446,4,5,0,0
2025-05-03,1206355,708515,417726,80114,5,5,1,0
2025-05-04,1238987,813218,345831,79938,6,5,1,0
2025-05-05,1028064,747212,214729,66123,0,5,0,1
2025-05-06,743672,535519,147529,60624,1,5,0,0
2025-05-07,668413,488238,128144,52031,2,5,0,0
2025-05-08,715959,526942,134830,54187,3,5,0,0
2025-05-09,810264,592868,157462,59934,4,5,0,0
2025-05-10,1011076,736366,211406,63304,5,5,1,0
2025-05-11,1034861,776202,196130,62529,6,5,1,0
2025-05-12,796373,566878,164705,64790,0,5,0,0
2025-05-13,748262,532350,161557,54355,1,5,0,0
2025-05-14,738054,523545,157191,57318,2,5,0,0
2025-05-15,741187,540327,143747,57113,3,5,0,0
2025-05-16,844144,628652,153708,61784,4,5,0,0
2025-05-17,1081809,791991,227032,62786,5,5,1,0
2025-05-18,1053668,790559,197115,65994,6,5,1,0
2025-05-19,777630,566638,150405,60587,0,5,0,0
2025-05-20,720439,526951,141178,52310,1,5,0,0
2025-05-21,709237,516673,140633,51931,2,5,0,0
2025-05-22,724701,524543,145015,55143,3,5,0,0
2025-05-23,831665,607387,163694,60584,4,5,0,0
2025-05-24,1042654,747899,230218,64537,5,5,1,0
2025-05-25,1042256,748119,228704,65433,6,5,1,0
2025-05-26,787218,568718,162733,55767,0,5,0,0
2025-05-27,720258,524001,146107,50150,1,5,0,0
2025-05-28,701331,512228,135967,53136,2,5,0,0
2025-05-29,699331,509655,131235,58441,3,5,0,0
2025-05-30,922389,691982,164960,65447,4,5,0,0
2025-05-31,1073811,756468,250479,66864,5,5,1,1
2025-06-01,1105601,772918,263303,69380,6,6,1,0
2025-06-02,808266,529873,214225,64168,0,6,0,0
2025-06-03,702435,514569,133760,54106,1,6,0,0
2025-06-04,661236,483124,127701,50411,2,6,0,0
2025-06-05,699348,508125,137488,53735,3,6,0,0
2025-06-06,845071,622073,162374,60624,4,6,0,0
2025-06-07,1061628,773497,224479,63652,5,6,1,0
2025-06-08,1033171,777460,190098,65613,6,6,1,0
2025-06-09,758031,556162,144772,57097,0,6,0,0
2025-06-10,711283,521962,138239,51082,1,6,0,0
2025-06-11,692600,504010,137122,51468,2,6,0,0
2025-06-12,680624,489162,138639,52823,3,6,0,0
2025-06-13,770201,568474,145662,56065,4,6,0,0
2025-06-14,924730,693890,170287,60553,5,6,1,0
2025-06-15,993829,784164,147763,61902,6,6,1,0
2025-06-16,773562,575472,143055,55035,0,6,0,0
2025-06-17,671861,491001,130006,50854,1,6,0,0
2025-06-18,743362,540622,148066,54674,2,6,0,0
2025-06-19,765976,548955,161683,55338,3,6,0,0
2025-06-20,888156,654875,171890,61391,4,6,0,0
2025-06-21,1152425,850061,237685,64679,5,6,1,0
2025-06-22,1154225,879654,206651,67920,6,6,1,0
2025-06-23,809937,589059,162471,58407,0,6,0,0
2025-06-24,754892,541675,159771,53446,1,6,0,0
2025-06-25,765144,546114,163658,55372,2,6,0,0
2025-06-26,770559,546962,167124,56473,3,6,0,0
2025-06-27,930685,669076,197886,63723,4,6,0,0
2025-06-28,1167122,841392,261813,63917,5,6,1,0
2025-06-29,1178873,866680,243662,68531,6,6,1,0
2025-06-30,924468,677473,188719,58276,0,6,0,0
2025-07-01,981041,779285,154591,47165,1,7,0,1
2025-07-02,790617,564800,173016,52801,2,7,0,0
2025-07-03,778090,545126,179317,53647,3,7,0,0
2025-07-04,889282,630175,197715,61392,4,7,0,0
2025-07-05,1089023,746162,278847,64014,5,7,1,0
2025-07-06,1125305,807174,251903,66228,6,7,1,0
2025-07-07,826997,570175,200057,56765,0,7,0,0
2025-07-08,783524,537360,194960,51204,1,7,0,0
2025-07-09,785930,526328,205392,54210,2,7,0,0
2025-07-10,702782,469490,179286,54006,3,7,0,0
2025-07-11,828900,579794,191727,57379,4,7,0,0
2025-07-12,1109576,779065,270758,59753,5,7,1,0
2025-07-13,1231328,885838,280844,64646,6,7,1,0
2025-07-14,888021,604285,228195,55541,0,7,0,0
2025-07-15,838665,563691,223300,51674,1,7,0,0
2025-07-16,847094,557678,235913,53503,2,7,0,0
2025-07-17,851703,571349,226197,54157,3,7,0,0
2025-07-18,921807,635741,227089,58977,4,7,0,0
2025-07-19,1130436,764570,302073,63793,5,7,1,0
2025-07-20,233032,147477,66461,19094,6,7,1,0
2025-07-21,873025,596255,206125,70645,0,7,0,0
2025-07-22,818815,566633,196599,55583,1,7,0,0
2025-07-23,843042,579542,210859,52641,2,7,0,0
2025-07-24,870929,583467,232090,55372,3,7,0,0
2025-07-25,982794,665619,255043,62132,4,7,0,0
2025-07-26,1289679,854705,366756,68218,5,7,1,0
2025-07-27,1299612,898801,331020,69791,6,7,1,0
2025-07-28,946060,632444,250921,62695,0,7,0,0
2025-07-29,797704,522609,221417,53678,1,7,0,0
2025-07-30,842735,567773,219134,55828,2,7,0,0
2025-07-31,848801,570983,222246,55572,3,7,0,0
2025-08-01,961497,654053,247961,59483,4,8,0,0
2025-08-02,1100602,735360,307619,57623,5,8,1,0
2025-08-03,1143146,807679,273826,61641,6,8,1,0
2025-08-04,822404,560070,208894,53440,0,8,0,0
2025-08-05,600515,390023,163804,46688,1,8,0,0
2025-08-06,790729,532833,206283,51613,2,8,0,0
2025-08-07,892674,591797,247433,53444,3,8,0,0
2025-08-08,1036564,679587,296377,60600,4,8,0,0
2025-08-09,1326326,857194,402176,66956,5,8,1,0
2025-08-10,1342500,901909,371241,69350,6,8,1,0
2025-08-11,984367,653924,268577,61866,0,8,0,0
2025-08-12,904584,595345,249134,60105,1,8,0,0
2025-08-13,904786,591227,254717,58842,2,8,0,0
2025-08-14,703414,446236,198311,58867,3,8,0,0
2025-08-15,987543,651823,266037,69683,4,8,0,0
2025-08-16,1327079,842250,411009,73820,5,8,1,0
2025-08-17,1295559,859327,365293,70939,6,8,1,0
2025-08-18,898217,593316,244811,60090,0,8,0,0
2025-08-19,854571,536179,263488,54904,1,8,0,0
2025-08-20,947239,594507,296059,56673,2,8,0,0
2025-08-21,933427,601450,273936,58041,3,8,0,0
2025-08-22,1039318,689862,284512,64944,4,8,0,0
2025-08-23,1302350,856188,377242,68920,5,8,1,0
2025-08-24,1274387,885440,320103,68844,6,8,1,0
2025-08-25,957756,652782,245218,59756,0,8,0,0
2025-08-26,914281,612085,248496,53700,1,8,0,0
2025-08-27,907093,616241,235101,55751,2,8,0,0
2025-08-28,889275,613250,222231,53794,3,8,0,0
2025-08-29,976136,697677,220722,57737,4,8,0,0
2025-08-30,1204782,848308,295613,60861,5,8,1,0
2025-08-31,1100703,820445,218860,61398,6,8,1,0
2025-09-01,759856,558478,151584,49794,0,9,0,0
2025-09-02,719188,522764,148768,47656,1,9,0,0
2025-09-03,699275,508915,144031,46329,2,9,0,0
2025-09-04,730205,531268,151862,47075,3,9,0,0
2025-09-05,831886,619227,155595,57064,4,9,0,0
2025-09-06,1048913,772898,216219,59796,5,9,1,0
2025-09-07,939731,694404,184810,60517,6,9,1,0
2025-09-08,477711,345369,89282,43060,0,9,0,0
2025-09-09,720183,534252,133022,52909,1,9,0,0
2025-09-10,730392,540779,137059,52554,2,9,0,0
2025-09-11,753144,553074,149035,51035,3,9,0,0
2025-09-12,889154,659869,168139,61146,4,9,0,0
2025-09-13,1121975,818472,236689,66814,5,9,1,0
2025-09-14,1107808,833174,204612,70022,6,9,1,0
2025-09-15,805725,589322,153009,63394,0,9,0,0
2025-09-16,758573,544553,157932,56088,1,9,0,0
2025-09-17,750016,538424,158407,53185,2,9,0,0
2025-09-18,756959,545094,154536,57329,3,9,0,0
2025-09-19,800036,577319,158046,64671,4,9,0,0
2025-09-20,912196,651746,192171,68279,5,9,1,0
2025-09-21,962508,707111,182186,73211,6,9,1,0
2025-09-22,890920,642118,182084,66718,0,9,0,0
2025-09-23,288772,200742,60914,27116,1,9,0,0
2025-09-24,28020,24931,2809,280,2,9,0,0
2025-09-25,656673,484813,110511,61349,3,9,0,0
2025-09-26,930862,682572,180416,67874,4,9,0,0
2025-09-27,1173541,833372,272132,68037,5,9,1,0
2025-09-28,1113039,838695,209472,64872,6,9,1,0
2025-09-29,899685,630268,211344,58073,0,9,0,0
2025-09-30,913979,637618,225157,51204,1,9,0,0
2025-10-01,993968,541109,399400,53459,2,10,0,1
2025-10-02,976728,494453,426412,55863,3,10,0,0
2025-10-03,1099294,594821,445723,58750,4,10,0,0
2025-10-04,1186346,700783,423094,62469,5,10,1,0
2025-10-05,1010358,627056,325085,58217,6,10,1,0
2025-10-06,889444,536112,290302,63030,0,10,0,0
2025-10-07,1089509,739984,289004,60521,1,10,0,1
2025-10-08,847705,553648,240029,54028,2,10,0,0
2025-10-09,795837,575336,162652,57849,3,10,0,0
2025-10-10,896116,660385,166951,68780,4,10,0,0
2025-10-11,1036499,814618,148884,72997,5,10,1,0
2025-10-12,1069475,803410,189750,76315,6,10,1,0
2025-10-13,839820,602543,164341,72936,0,10,0,0
2025-10-14,795817,559738,163463,72616,1,10,0,0
2025-10-15,796720,567113,153170,76437,2,10,0,0
2025-10-16,803968,578180,157390,68398,3,10,0,0
2025-10-17,931290,679793,175299,76198,4,10,0,0
2025-10-18,1158306,816756,258776,82774,5,10,1,0
2025-10-19,1122277,822235,213621,86421,6,10,1,0
2025-10-20,846441,601553,166343,78545,0,10,0,0
2025-10-21,734866,514765,147832,72269,1,10,0,0
2025-10-22,758118,531028,145061,82029,2,10,0,0
2025-10-23,811095,569803,157407,83885,3,10,0,0
2025-10-24,956181,694135,180220,81826,4,10,0,0
2025-10-25,1188720,832519,271534,84667,5,10,1,0
2025-10-26,1135798,824099,219418,92281,6,10,1,0
2025-10-27,865581,615487,168386,81708,0,10,0,0
2025-10-28,917509,681386,164552,71571,1,10,0,0
2025-10-29,1059065,844376,138135,76554,2,10,0,1
2025-10-30,847726,596503,172864,78359,3,10,0,0
2025-10-31,930609,668677,182396,79536,4,10,0,0
2025-11-01,1144515,790607,274197,79711,5,11,1,0
2025-11-02,1102653,809737,209931,82985,6,11,1,0
2025-11-03,847277,614343,154563,78371,0,11,0,0
2025-11-04,772827,557215,145899,69713,1,11,0,0
2025-11-05,797403,567762,159983,69658,2,11,0,0
2025-11-06,812745,582509,159506,70730,3,11,0,0
2025-11-07,947488,696442,174735,76311,4,11,0,0
2025-11-08,1164985,824790,263438,76757,5,11,1,0
2025-11-09,1154929,846373,223881,84675,6,11,1,0
2025-11-10,865196,628287,162222,74687,0,11,0,0
2025-11-11,803092,576816,158993,67283,1,11,0,0
2025-11-12,822511,575058,178587,68866,2,11,0,0
2025-11-13,851135,592717,188211,70207,3,11,0,0
2025-11-14,1006478,713561,210285,82632,4,11,0,0
2025-11-15,1226400,827632,316144,82624,5,11,1,0
2025-11-16,1211211,871065,249761,90385,6,11,1,0
2025-11-17,896505,642330,177998,76177,0,11,0,0
2025-11-18,818948,585630,165419,67899,1,11,0,0
2025-11-19,790547,561913,156826,71808,2,11,0,0
2025-11-20,818634,578087,163602,76945,3,11,0,0
2025-11-21,974077,695079,190938,88060,4,11,0,0
2025-11-22,1226279,844380,297768,84131,5,11,1,0
2025-11-23,1190361,858263,245407,86691,6,11,1,0
2025-11-24,878140,627670,172405,78065,0,11,0,0
2025-11-25,824240,587187,169769,67284,1,11,0,0
2025-11-26,836791,589005,178311,69475,2,11,0,0
2025-11-27,831832,586789,174255,70788,3,11,0,0
2025-11-28,1002920,709614,216324,76982,4,11,0,0
2025-11-29,1224553,841819,302113,80621,5,11,1,0
2025-11-30,1167245,851171,232901,83173,6,11,1,0
2025-12-01,851130,601167,176594,73369,0,12,0,0
2025-12-02,792282,558282,165218,68782,1,12,0,0
2025-12-03,790672,554402,168282,67988,2,12,0,0
2025-12-04,828351,573136,179827,75388,3,12,0,0
2025-12-05,964685,686457,194243,83985,4,12,0,0
2025-12-06,1224007,829449,309414,85144,5,12,1,0
2025-12-07,1223365,852815,277812,92738,6,12,1,0
2025-12-08,1029930,755096,190185,84649,0,12,0,0
